id,name,country,region,wmo,icao,latitude,longitude,elevation,timezone,hourly_start,hourly_end,daily_start,daily_end,monthly_start,monthly_end,distance
KFKA0,Preston / Carimona,US,MN,,KFKA,43.6767,-92.1797,389.0,America/Chicago,2006-01-01,2023-07-31,2006-01-01,2022-04-24,2007-01-01,2022-01-01,321441.92692673224
KLYV0,Luverne,US,MN,,KLYV,43.6168,-96.2177,437.0,America/Chicago,2006-01-01,2023-07-31,2006-01-04,2022-04-24,2007-01-01,2022-01-01,325397.520815605
KS320,Cooperstown,US,ND,,KS32,47.4228,-98.1059,434.0,America/Chicago,2015-09-26,2023-07-31,2015-09-27,2022-04-24,2020-01-01,2022-01-01,326221.77573812025
KMDZ0,Medford / Little Black,US,WI,,KMDZ,45.1015,-90.3008,451.0,America/Chicago,2006-01-01,2023-07-31,2006-01-01,2022-04-24,2006-01-01,2022-01-01,327605.6840539305
KMDS0,Madison,US,SD,,KMDS,44.0164,-97.0856,524.0,America/Chicago,2009-03-14,2023-07-31,2009-03-30,2022-04-24,2010-01-01,2022-01-01,329120.9554435803
KFXY0,Forest City,US,IA,,KFXY,43.2348,-93.6241,375.0,America/Chicago,2009-07-14,2023-07-31,2009-07-16,2022-04-24,2015-01-01,2022-01-01,330863.7768155743
71449,Sprague,CA,MB,71449,CWSU,49.02,-95.6,329.0,America/Winnipeg,2001-09-16,2023-07-05,1992-12-01,2023-07-28,1993-01-01,2022-01-01,332252.6087858513
KD250,Manitowish Waters,US,WI,,KD25,46.122,-89.8823,491.0,America/Chicago,2011-12-15,2023-07-31,2011-12-16,2022-04-24,2012-01-01,2022-01-01,334395.5813519515
72659,Aberdeen Regional Airport,US,SD,72659,KABR,45.45,-98.4167,397.0,America/Chicago,1973-01-01,2023-07-31,1893-01-01,2023-07-23,1893-01-01,2022-01-01,334940.7282916797
KBCK0,Black River Falls / Charter Oak Mills (Historical),US,WI,,KBCK,44.2507,-90.8553,255.0,America/Chicago,2010-11-18,2023-07-31,2010-11-19,2022-04-24,2011-01-01,2022-01-01,339946.72242460627
KGNA0,Grand Marais,US,MN,,KGNA,47.7472,-90.3444,186.0,America/Chicago,2006-01-01,2023-07-31,2006-01-01,2022-04-24,2006-01-01,2021-01-01,342010.53069904255
KGAF0,Grafton,US,ND,,KGAF,48.4047,-97.3709,251.0,America/Chicago,2010-11-18,2023-07-31,2010-11-19,2022-04-24,2014-01-01,2022-01-01,342827.64386010927
72650,Spencer / Birchwood Estates,US,IA,72650,,43.1667,-95.15,408.0,America/Chicago,,,1895-02-01,2023-07-23,1895-01-01,2022-01-01,342952.5521521459
KMCW0,Mason City / Orchard Park Mobile Home Court,US,IA,,KMCW,43.1578,-93.3313,370.0,America/Chicago,1973-01-01,2023-07-31,1973-01-01,2022-04-24,1975-01-01,2022-01-01,343338.8798478917
KSPW0,Spencer / Birchwood Estates,US,IA,,KSPW,43.1655,-95.2028,408.0,America/Chicago,2006-01-01,2023-07-31,2006-01-01,2022-04-24,2006-01-01,2021-01-01,343998.3869436876
KCKC0,Grand Marais / Pine Mountain Trailer Court,US,MN,,KCKC,47.8383,-90.3829,548.0,America/Chicago,2006-01-01,2023-07-31,2006-01-01,2022-04-24,2006-01-01,2022-01-01,344597.30585475
KAXA0,Algona / Hobarton,US,IA,,KAXA,43.0779,-94.272,371.0,America/Chicago,2006-01-01,2023-07-31,2006-01-01,2022-04-24,2011-01-01,2022-01-01,344931.5945531346
72643,La Crosse Municipal Airport,US,WI,72643,KLSE,43.8833,-91.25,199.0,America/Chicago,1948-01-01,2023-07-31,1938-04-01,2023-07-23,1938-01-01,2022-01-01,346055.5234310426
71748,Atikokan,CA,MB,,CWCH,48.75,-91.6167,424.0,America/Atikokan,2001-09-16,2023-07-06,2005-01-01,2023-07-23,2006-01-01,2022-01-01,346460.9156251643
71747,Atikokan,CA,ON,71747,CYIB,48.76,-91.63,389.0,America/Atikokan,2020-01-01,2022-12-14,2000-12-13,2023-07-23,2001-01-01,2022-01-01,346805.6119634693
KARV0,Minocqua / Woodruff,US,WI,,KARV,45.9279,-89.7309,497.0,America/Chicago,2006-01-01,2023-07-31,2006-01-01,2022-04-24,2009-01-01,2022-01-01,347730.1099137787
72651,Sioux Falls Foss Field,US,SD,72651,KFSD,43.5833,-96.75,436.0,America/Chicago,1942-10-01,2023-07-31,1932-01-01,2023-07-23,1932-01-01,2022-01-01,350661.38541679
KJMS0,Jamestown,US,ND,,KJMS,46.9297,-98.6782,457.0,America/Chicago,1973-01-01,2023-07-31,1973-01-01,2022-04-24,2000-01-01,2022-01-01,350663.9490508704
KTKV0,Tomahawk / Jersey City,US,WI,,KTKV,45.4694,-89.8057,453.0,America/Chicago,2006-01-01,2023-07-31,2006-01-04,2022-04-24,2008-01-01,2022-01-01,351232.01646061556
KHCO0,Hallock / Viking Land Terrace,US,MN,,KHCO,48.7527,-96.943,250.0,America/Chicago,2006-01-01,2023-07-31,2006-01-01,2022-04-24,2006-01-01,2022-01-01,351596.3559374158
KFGN0,Flag Island / Penasse,US,MN,,KFGN,49.3183,-94.9028,329.0,America/Winnipeg,2006-01-01,2023-07-31,2006-01-01,2022-04-24,2011-01-01,2022-01-01,352667.6063042482
KSHL0,Sheldon,US,IA,,KSHL,43.2084,-95.8334,433.0,America/Chicago,2006-01-01,2023-07-31,2006-01-01,2022-04-24,2015-01-01,2022-01-01,354049.968393569
KARX0,La Crosse / Cold Springs,US,WI,,KARX,43.8228,-91.1911,389.0,America/Chicago,1942-01-01,1980-03-14,1942-01-03,1980-01-31,1942-01-01,1953-01-01,354226.31244530587
KMFI0,Marshfield / Bakerville,US,WI,,KMFI,44.6369,-90.1893,390.0,America/Chicago,2006-01-01,2023-07-31,2006-01-01,2022-04-24,2006-01-01,2022-01-01,358530.3415545289
KRRL0,Merrill,US,WI,,KRRL,45.1989,-89.7129,402.0,America/Chicago,2006-01-01,2023-07-31,2006-01-02,2022-04-24,2008-01-01,2022-01-01,366850.52423733217
21O3U,Royal Island,CA,ON,71859,,49.47,-94.76,329.0,America/Rainy_River,2020-09-23,2022-12-14,2016-01-07,2022-12-13,2016-01-01,2022-01-01,368045.90551496303
KCCY0,Charles City / Doubleday,US,IA,,KCCY,43.0726,-92.6108,343.0,America/Chicago,2006-01-01,2023-07-31,2006-01-01,2022-04-24,2014-01-01,2022-01-01,368283.8197821542
KCMY0,Sparta / Angelo,US,WI,,KCMY,43.9583,-90.7379,255.0,America/Chicago,2006-01-01,2023-07-31,2006-01-01,2022-04-24,2006-01-01,2021-01-01,368613.8846784899
72654,Huron Regional Airport,US,SD,72654,KHON,44.3833,-98.2333,393.0,America/Chicago,1973-01-01,2023-07-31,1881-07-01,2023-07-23,1881-01-01,2022-01-01,371879.08947606845
KRHI0,Rhinelander,US,WI,,KRHI,45.6309,-89.4666,495.0,America/Chicago,2006-01-01,2023-07-31,2006-01-01,2022-04-24,2006-01-01,2022-01-01,372995.1038501528
UV7W2,St Labre,CA,MB,,,49.35,-96.04,352.0,America/Winnipeg,,,2000-09-01,2022-12-09,2000-01-01,2022-01-01,377739.4032792814
KDEH0,Decorah / Freeport,US,IA,,KDEH,43.2755,-91.7394,353.0,America/Chicago,2006-01-01,2023-07-31,2006-01-01,2022-04-24,2014-01-01,2022-01-01,377823.8739830698
KEGV0,Eagle River,US,WI,,KEGV,45.9323,-89.2683,501.0,America/Chicago,2006-01-01,2023-06-06,2006-01-01,2022-04-24,2006-01-01,2022-01-01,383256.1323941308
KORC0,Orange City / Candlelight Trailer Court,US,IA,,KORC,42.9903,-96.0628,431.0,America/Chicago,2006-01-01,2019-02-28,2006-01-01,2019-02-27,2011-01-01,2017-01-01,383382.51615802717
72646,Wausau / Wausau Junction,US,WI,72646,KAUW,44.9263,-89.62700000000001,366.0,America/Chicago,1990-03-14,2023-07-31,1941-12-01,2023-07-23,1941-01-01,2022-01-01,383978.5612270189
KCAV0,Clarion,US,IA,,KCAV,42.7419,-93.7589,353.0,America/Chicago,2006-01-01,2023-07-31,2006-01-01,2022-04-24,2014-01-01,2022-01-01,384040.07960686437
KLNL0,Land O Lakes / Land O' Lakes,US,WI,,KLNL,46.153999999999996,-89.2121,520.0,America/Chicago,2006-01-01,2023-07-31,2006-01-04,2022-04-24,2009-01-01,2022-01-01,385836.51985739416
K2C80,Cavalier,US,ND,,K2C8,48.7837,-97.632,272.0,America/Chicago,2010-11-18,2023-07-31,2010-11-19,2022-03-09,2014-01-01,2019-01-01,386524.4272588299
71560,Emerson,CA,MB,71560,,49.0,-97.24,242.0,America/Chicago,2001-09-16,2023-07-05,2009-07-23,2023-07-28,2009-01-01,2022-01-01,386625.17439390335
0CNUO,Rawson Lake,CA,ON,,,49.65,-93.72,358.0,America/Rainy_River,,,2000-01-01,2022-10-16,2000-01-01,2022-01-01,387688.7415635142
KCWA0,Mosinee,US,WI,,KCWA,44.7776,-89.6668,389.0,America/Chicago,2006-01-01,2023-07-31,2009-10-05,2022-04-24,2020-01-01,2022-01-01,387869.8324119021
